animal,pagina,tipo_texto,texto
Halcón mexicano,460,mating,"Los Halcones mexicanos son monógamos en serie y las parejas permanecen juntas durante la época de cría. Su época de cría se extiende de febrero a julio, con un pico en abril-mayo. Las parejas anidan en los salientes de los acantilados y no construyen nidos; por lo general, se trata de un rasguño en la grava o la tierra del saliente. La hembra pone de 3 a 5 huevos subelípticos y rosáceos con puntos marrones, pardo rojizos y violáceos. El periodo de incubación dura unos 31 días. La hembra realiza la mayor parte de la incubación y el macho aporta la mayor parte de la comida. Los pollos son altriciales; nacen con el cuerpo rojizo cubierto de plumón claro. Empluman entre 36 y 41 días después de la eclosión, pero siguen recibiendo el apoyo de sus padres mientras aprenden a volar y a cazar. Aproximadamente a los 65 días de edad, los pollos se independizan y se dispersan de su zona natal. Alcanzan la madurez reproductiva y están listos para criar a los 2 años de edad."
Cotorra ciruela,461,habbit,"Las Cotorras ciruelas son aves gregarias y ruidosas y se comunican entre sí mediante diversos reclamos estridentes. También perchan comunalmente. Su llamada habitual de vuelo y contacto es ""tuink"" repetido de vez en cuando. El vuelo es veloz y las aves suelen girar y volverse rápidamente. Los Cotorra carirrosa son diurnos y realizan desplazamientos locales, impulsados principalmente por la disponibilidad de las frutas y flores que componen su Dieta."
Cotorra ciruela,461,appearance,"La Cotorra ciruela es un loro principalmente verde. El macho tiene la cabeza roja que se tiñe de azul púrpura en la parte posterior de la coronilla, la nuca y las mejillas, mientras que la hembra tiene la cabeza gris azulada. Hay un collar negro estrecho con verdigris por debajo en la nuca y una raya negra en la barbilla que se extiende desde la mandíbula inferior. Hay una mancha roja en el hombro y la grupa y la cola son verde azuladas, esta última con la punta blanca. La mandíbula superior es amarillo-anaranjada y la inferior oscura. La hembra tiene la cabeza de color gris azulado apagado y carece del collar negro y verdín, que es sustituido por amarillo. La mandíbula superior es amarillo maíz y no tiene raya negra en la barbilla ni mancha roja en el hombro. Los inmaduros tienen la cabeza verde y ambas mandíbulas son amarillentas. La cabeza oscura se adquiere al cabo de un año. El delicado aspecto rojo azulado que recuerda a la floración de un melocotón se produce por una combinación de azul de los efectos ópticos producidos por las ramificaciones de la pluma y un pigmento rojo en las bárbulas."
Cotorra ciruela,461,mating,"Las Cotorras ciruelas son monógamas y forman parejas fuertes de por vida. En la India suelen criar de diciembre a abril y de julio a agosto en Sri Lanka. El cortejo incluye el frotamiento del pico y la alimentación de cortejo. Los Cotorra ciruela anidan en agujeros, cincelados por la pareja, en los troncos de los árboles. La hembra pone de 4 a 6 huevos blancos y parece ser la única responsable de la incubación y la alimentación."
Buitre dorsiblanco africano,462,habbit,"Los buitres dorsiblancos son muy sociales y diurnos. Es gregario en sus hábitos alimentarios y se reúnen en gran número cuando la comida es abundante. A menudo, hasta 100 buitres dorsiblancos pueden reunirse cerca de un animal muerto. Con tantos competidores por la comida, se producen peleas. Son aves muy mansas, y se aventurarán en los pueblos, en busca de comida. Están adaptados para alimentarse de tejidos blandos y no son capaces de desgarrar grandes cadáveres de piel gruesa. Buscan comida elevándose en el aire, utilizando su aguda vista. Una vez que un individuo ve un animal recién matado, revoloteará en el cielo como señal para que otros buitres vuelen hacia abajo y coman. Después de atiborrarse de comida, un buitre puede bañarse en un lugar favorito con otras especies, o descansar con las alas desplegadas y de espaldas al sol."
Buitre dorsiblanco africano,462,appearance,"El Buitre cabeciblanco africano es un buitre típico, con sólo plumas de plumón en la cabeza y el cuello, alas muy anchas y plumas cortas en la cola. Tiene una gola blanca en el cuello. El dorso blanquecino del adulto contrasta con el plumaje, por lo demás oscuro. Los juveniles son mayoritariamente oscuros."
Buitre dorsiblanco africano,462,mating,"Los Buitres dorsiblancos africanos son reproductores monógamos y las parejas permanecen juntas de por vida. Crían en la estación seca y anidan de 2 a 13 aves en una colonia suelta. Hacen el nido en la copa de un árbol alto dentro de su territorio, a menudo junto a un arroyo. El nido es pequeño para el tamaño de este gran buitre, y es una plataforma hecha de palos, el interior forrado de hojas verdes y hierba. Se pone un solo huevo y la incubación corre a cargo de ambos progenitores, durante unos 56 días. A continuación, los padres participan en la alimentación y el cuidado del polluelo hasta que éste empluma y abandona el nido al cabo de unos 4 meses."
Porrón bastardo,463,habbit,"Los porrones bastardos son aves muy sociales. Forman grandes grupos, llamados ""balsas"", que pueden contar por miles. Los porrones bastardos son activos durante las horas diurnas. Se sumergen para obtener alimento y luego se lo comen en la superficie. Gracias a sus patas palmeadas y a su peso, el Porrón bastardo puede bucear hasta 6 metros y permanecer sumergido hasta un minuto; esto le permite alcanzar fuentes de alimento inalcanzables para otros patos buceadores."
Porrón bastardo,463,appearance,"Es una anátida de tamaño medio, mide de 42 a 51 cm y tiene una envergadura alar de entre 71 y 80 cm.Tiene la cabeza grande y redondeada. Su pico es gris azulado claro con una pequeña mancha negra en la punta. El macho adulto en plumaje reproductivo se identifica fácilmente, los demás plumajes son parecidos a los del porrón moñudo. El macho en plumaje nupcial tiene la cabeza negra con reflejos verdes, también son negros su cuello, pecho y zona caudal. En cambio su vientre y flancos son blancos. Sus alas y manto están finamente vermiculados en blanco y negro, dándole un aspecto gris de lejos. Además presenta dos bandas alares blancas. En plumaje de eclipse es parecido pero con tonos más pardos y en ocasiones con una pequeña mancha de blanco en torno al pico.  La hembra es de un color pardo pálido, con flancos grisáceos claros, y el dorso de un gris algo más oscuro. Como característica más destacada en su aspecto tiene una gran zona blanca en torno al pico.  Los porrones bastardos tienen un aspecto muy similar a los porrones bola, con los que cohabitan en Norteamérica. Pueden diferenciarse principalmente por su tamaño, ya que los porrones bola son bastante más pequeños, aunque cuando no es posible una comparación directa es difícil calibrar la diferencia, pero en Norteamérica es posible encontrar a ambas especies juntas en las bandadas grandes. Las hembras, los juveniles y los machos en eclipse son difíciles de discriminar, ya que hay una gran superposición de tamaños entre las dos especies, aunque los porrones bastardos suelen ser notablemente más corpulentos. Las hembras y los inmaduros de porrón bastardo suelen tener alrededor de la base del pico una mancha blanca más pequeña, pero existe gran variación individual en este aspecto. Si están en vuelo la diferencia más evidente es su espejuelo blanco que en los porrones bastardos se extiende por todas las plumas de vuelo, y en el caso del porrón bola se limita a las plumas secundarias.    "
Porrón bastardo,463,mating,"El porrón bastardo cría en la tundra y la taiga. Generalmente anida en las islas de los grandes lagos del norte. El porrón bastardo suele empezar a reproducirse cuando alcanza los dos años de edad, aunque puede anidar tras el primer año. Durante el cortejo, que tiene lugar a finales del invierno y principios de la primavera, el macho emite un silbido rápido y suave para llamar la atención de las hembras. La hembra en cambio emite sonidos agudos y roncos de tipo “arrr-arrr-arrr-arrr-arrr”. Realizan un cortejo complejo que termina con la formación de parejas monógamas. Las parejas anidan unas cerca de otras en grandes colonias, generalmente cerca del agua, en islas o a lo largo de la orilla, o bien en balsas de vegetación flotante. El nido consiste en una pequeña depresión hecha por la hembra y recubierta por su propio plumón. El macho abandona a la hembra tras la puesta, y se va junto a otros machos a mudar el plumaje en algún lago aislado. Estos lagos pueden estar cerca de los cuarteles de cría o a kilómetros de distancia. Los machos suelen usar el mismo lago cada año. Los lagos óptimos para la muda son poco profundos y con abundante comida y cubierta vegetal para esconderse. Las hembras suelen poner entre seis y nueve huevos de color verdoso, que incuba entre 24–28 días. Una nidada muy grande puede indicar que ha sufrido parasitismo de puesta de otros porrones bastardos o incluso de otras especies de patos. Los recién nacidos están totalmente cubiertos por plumón y son capaces de andar, nadar y alimentarse por sí mismos, aunque tardarán en desarrollarse para poder volar unos 40–45 días. Durante este periodo los polluelos siguen a su madre que les protege de los depredadores y les enseña donde alimentarse."
Barnacla de hutchins,464,habbit,"Fuera de la época de cría, los Barnacla de hutchins son sociales. Buscan alimento, se posan y Migran en grandes bandadas. Son activos durante las horas diurnas. Forrajean caminando lentamente tirando de la planta. Cuando se alimentan en el agua, sumergen la cabeza y el cuello para alcanzar las plantas acuáticas, a veces inclinándose hacia delante como un pato zambullidor. De bandadas de estas aves se alimentan a menudo de los granos cultivados sobrantes en los campos, especialmente durante la migración o en invierno."
Barnacla de hutchins,464,appearance,"El ganso cacatúa se distingue de todos los demás gansos, excepto del ganso canadiense, de mayor tamaño, y del ganso barnacla, de tamaño similar, por tener la cabeza y el cuello negros con la ""papada"" blanca. Existen hasta 5 subespecies de Barnacla de hutchins que varían en tamaño y plumaje. La hembra de la Barnacla de hutchins tiene una Apariencia prácticamente idéntica pero es ligeramente más clara y tiene una voz diferente. El Barnacla cariblanca se diferencia por tener el pecho negro y el plumaje del cuerpo gris, en lugar de parduzco."
