animal,pagina,tipo_texto,texto
Rata de gambia,365,appearance,"Tienen un tamaño similar a otras especies de rata gigante y a veces son confundidas con la rata gigante de Gambia (Cricetomys emini). Las ratas de gambia tienen el pelaje grueso y marrón, y un anillo oscuro alrededor de los ojos, a diferencia de C. emini, que tiene el pelaje gris y suave y un característico pelaje blanco en la tripa. Las colas de las ratas de Gambia son escamosas y tienen cabezas estrechas y los ojos pequeños. Además, también tienen unos bigotes largos y oscuros. Tienen unas mejillas características que les permite transportar cantidades masivas de alimentos si es necesario. Presentan poco dimorfismo sexual. Pueden medir hasta más de un metro, incluyendo la cola, y pueden pesar de 1 a 1,5 kg, siendo los machos un poco más pesados que las hembras. Estas ratas también tienen un contenido de grasa muy bajo, que puede ser la causa de su susceptibilidad al frío. Suelen vivir unos 5-7 años en cautividad."
Rata de gambia,365,mating,"Las ratas de Gambia son monógamas. Tienen formas peculiares de cortejo: normalmente, el macho y la hembra se ponen de pie, se rascan, y se persiguen hasta que la hembra está lista para la cópula. Si la hembra no es receptiva al macho, antes de empezar el rito de apareamiento, lo muerde."
Elefante de sumatra,366,habbit,"Los Elefantes de sumatra son animales muy sociales, que forman manadas de 20-35 o 3-23 (según otra fuente) individuos, dominadas por la hembra adulta de mayor tamaño. Al llegar a la adolescencia, los machos son obligados a abandonar la manada o lo hacen por voluntad propia, uniéndose a ella normalmente sólo para aparearse. Mientras tanto, las hembras siguen viviendo con la manada, donde ejercen de ""niñeras"". Los machos adultos viejos son completamente solitarios debido a que no pueden viajar con las manadas. Estos elefantes pueden estar activos a cualquier hora del día, aunque el periodo de mayor actividad parece producirse desde 2 horas antes del atardecer hasta 2 horas antes del amanecer, durante el cual buscan comida. Cuando un grupo viaja, sus miembros se mantienen constantemente en contacto para conservar la integridad de la manada. Las formas típicas de comunicación son suaves vibraciones de la parte superior del tronco que son oídas por los congéneres. Según un estudio reciente, estos animales pueden emitir sonidos subsónicos, percibidos a una distancia de hasta 5 km (3 millas)."
Elefante de sumatra,366,appearance,"Los estudios genéticos, especialmente del ADN mitocondrial, han evidenciado que esta es una subespecie bien definida que debe ser considerada como una unidad evolutivamente significativa. Posee el tamaño más pequeño del grupo, llegando a medir en promedio un poco más entre 1,7 y 2,3 metros de altura, y en cuanto a su peso, puede estar entre las dos y cuatro toneladas, el mismo peso que dos autos y medio. Las hembras suelen ser más pequeñas que los machos. Tienen orejas relativamente más grandes (aunque nunca al nivel del Loxodonta africana) y el otro consiste en un par de costillas adicionales. Su piel tiene una coloración gris un poco menos intensa, aunque puede variar, ya que su color gris claro puede actuar como camuflaje en su entorno, y son casi calvos. Sus colmillos llegan a estar presentes en los machos, mientras que en las hembras generalmente no, y en caso de tenerlos, solo son visibles cuando abre la boca. La trompa del elefante de Sumatra tiene más de sesenta mil músculos."
Elefante de sumatra,366,mating,"Pueden consumir hasta unos 150 kg de peso húmedo diariamente de alimento, lo cual es necesario para mantener sus grandes cuerpos. Son herbívoros generalistas, de modo que su alimentación está conformada por diversas partes de una amplia variedad de plantas, como semillas, hojas, brotes, cortezas y frutos, aunque también llegan a ingerir pequeñas porciones de tierra para incluir ciertos minerales que les son beneficiosos."
Baral,368,habbit,"Los Baral están activos durante todo el día y pasan el tiempo alimentándose y descansando en las laderas herbosas de las Montañas. Debido a su excelente camuflaje y a la ausencia de cobertura en su entorno, los bharal permanecen inmóviles cuando se les acercan. Sin embargo, una vez que se han percatado de su presencia, corretean hasta los precipitados acantilados, donde vuelven a quedarse inmóviles, utilizando el camuflaje para confundirse con la pared rocosa. Los Baral son animales sociales y sus manadas suelen oscilar entre 5 y 400 individuos. El tamaño de la manada depende de la estación, del estado del hábitat, de la presión de la caza y de las molestias. A veces, los machos se reúnen en manadas exclusivamente de machos o se mezclan con grupos familiares. Cuando se muestran agresivos, los Baral cornearán, Saltarín, sacudirán la cabeza, se sacudirán, embestirán, darán culatazos y se enfrentarán entre sí. Las hembras pueden incluso morderse entre sí."
Baral,368,appearance,"Los Baral tienen un pelaje corto y denso de color gris pizarra, a veces con un brillo azulado. Las partes inferiores y la parte posterior de las patas son blancas, mientras que el pecho y la parte delantera de las patas son negros. Hay una raya de color carbón que separa el lomo gris del vientre blanco. Las orejas son pequeñas y el puente de la nariz es oscuro. Los cuernos se encuentran en ambos sexos y son estriados en la superficie superior. En los machos, crecen hacia arriba, luego giran hacia los lados y se curvan hacia atrás, pareciendo algo así como un bigote al revés. En las hembras, los cuernos son mucho más cortos y rectos. Los machos de esta especie son ligeramente más grandes que las hembras."
Baral,368,mating,"Se conoce poca información sobre el sistema de apareamiento en el Baral. La época de celo comienza a finales de noviembre y se prolonga hasta mediados de enero. Durante el celo, los machos utilizan múltiples estrategias para aparearse, a saber, tender, bloquear y cazar. El periodo de gestación dura unos 160 días tras los cuales nace una sola cría. Rara vez nacen gemelos. Las crías suelen ser destetadas a los 6 meses de edad y alcanzan la madurez reproductiva cuando tienen un año y medio."
Elefante de borneo,369,habbit,"Los Elefantes de borneo son animales sociables que viven en jerarquía matriarcal. Forman pequeños grupos de 8 individuos de media, dominados por las hembras. Sin embargo, en las orillas de los ríos y Otras zonas abiertas de alimentación, estos animales pueden verse en grupos más grandes. Los grupos de esta especie son unidades familiares, formadas normalmente por madres, hijas, hermanas y machos inmaduros (ocasionalmente, un macho adulto). Los machos maduros suelen vivir en solitario o formar manadas temporales de toros. Las unidades familiares se reúnen ocasionalmente. Esta asociación es muy beneficiosa para ellos, ya que ayuda a mantener la diversidad genética, que, a su vez, es vital para su posterior evolución y supervivencia. Se sabe que estos activos elefantes vagan por todo su hábitat, recorriendo hasta 40-48 km (25-30 millas) al día. Los Elefantes de borneo son animales migratorios. La migración estacional ayuda a los elefantes a mantenerse en buena forma física. Además, cuando viajan, los Elefantes de borneo suelen cruzar Ríos y demuestran ser excelentes nadadores."
Elefante de borneo,369,appearance,"En general, los elefantes asiáticos son más pequeños que los africanos y tienen la punta del cuerpo más alta en la cabeza. La punta de su trompa tiene una apófisis en forma de dedo. Su espalda es convexa o nivelada. Los elefantes de borneo tienen cara de bebé, orejas inusualmente grandes, vientre regordete y una cola extremadamente larga, que en ocasiones se arrastra por el suelo mientras el animal camina."
Elefante de borneo,369,mating,Se sabe poco sobre el Comportamiento reproductivo y de apareamiento de los Elefantes de borneo. Producen una sola cría tras un periodo de gestación de 19-22 meses. La cría se alimenta de leche materna durante 3-4 años y alcanza la madurez reproductiva a los 10 años de edad.
Saltarrocas,370,habbit,"Las Saltarrocas son activas principalmente por la noche y suelen ser más activas en las noches de luna. Por la mañana toman el sol y durante el mediodía y a última hora de la noche descansan. Los Saltarrocas son animales gregarios. Los machos forman territorios en los que permanecen con sus parejas y crías. Las parejas tienden a permanecer tan cerca como a menos de 5 m la una de la otra en la mayoría de las ocasiones; por ejemplo, se turnan para vigilar a los Depredadores mientras el otro se alimenta y afrontan juntos cualquier peligro. Cada territorio se marca con grandes montones de estiércol, de casi 1 m (3 pies 3 pulgadas) de ancho y 10 cm (4 pulgadas) de profundidad, en los límites de los territorios. Los territorios también pueden marcarse con la secreción de una sustancia espesa y negra de las glándulas preorbitales sobre la vegetación y las rocas de los territorios. Otros grupos sociales incluyen pequeñas manadas familiares de 8 o más miembros o individuos solitarios. Los Saltarrocas se comunican entre sí mediante silbidos estridentes, emitidos por la pareja a dúo; estos silbidos también pueden utilizarse para advertir sobre posibles Depredadores."
Saltarrocas,370,appearance,"Las Saltarrocas tienen la frente marrón, orejas cortas marcadas de negro, glándulas preorbitales prominentes cerca de los ojos y labios y barbilla blancos. Los cuernos, cortos y puntiagudos, sólo están presentes en los machos y suelen medir entre 7,5 y 9 cm. El pelaje del Saltarrocas, de color gris amarillento a marrón rojizo, actúa como un eficaz camuflaje en su hábitat rocoso; la parte inferior del vientre es blanca. A diferencia de la mayoría de los otros antílopes, el Saltarrocas tiene un pelaje grueso y áspero con pelos huecos y quebradizos. Los incisivos pueden incluso dañarse con los pelos al acicalarse. Sin embargo, el pelaje es una adaptación importante que salva al animal durante las caídas pronunciadas y le proporciona un aislamiento eficaz en los climas extremos característicos de su hábitat de Montaña. Otra característica exclusiva de los Saltarrocas es su forma de andar; caminan sobre las puntas de sus pezuñas cilíndricas y romas. Esto mejora el agarre al suelo, lo que permite al animal trepar con destreza y saltar sobre superficies rocosas."
Saltarrocas,370,mating,"Los Saltarrocas son estrictamente monógamos y se aparean de por vida. Su época de apareamiento varía geográficamente. Las hembras dan a luz a una sola cría, que pesa algo más de 1 kg (2 lb) tras el periodo de gestación, que dura unos 6 meses. Los nacimientos suelen alcanzar su punto álgido entre la primavera y principios del verano. La cría nace en la vegetación densa y permanece cuidadosamente escondida hasta 3 meses donde está protegida de la vista de los Depredadores; la madre la amamanta de 3 a 4 veces al día y las visitas se alargan gradualmente a medida que la cría crece. Los machos son protectores con sus crías y vigilan a Otros machos y a los Depredadores. La cría se desteta a los 4 ó 5 meses de edad y abandona a su madre cuando cumple un año. Las hembras jóvenes alcanzan la madurez reproductiva cuando cumplen un año; los machos tardan algo más en madurar."
